libxsmm dense, 18446696339439894272, 4195984, 12533.148000
blocksparse_snb_nnz1, 18446696659138970192, 4195984, 2333.942000
blocksparse_snb_nnz2, 18446696659138970192, 4195984, 3658.239000
blocksparse_snb_nnz3, 18446696659138970192, 4195984, 4911.559000
blocksparse_snb_nnz4, 18446696659138970192, 4195984, 5954.837000
blocksparse_snb_nnz5, 18446696659138970192, 4195984, 7037.503000
blocksparse_snb_nnz6, 18446696659138970192, 4195984, 8407.651000
blocksparse_snb_nnz7, 18446696659138970192, 4195984, 9655.566000
blocksparse_snb_nnz8, 18446696659138970192, 4195984, 10775.854000
blocksparse_snb_nnz9, 18446696659138970192, 4195984, 12085.383000
