libxsmm dense, 0, 0, 9062.510000
libxsmm sparse, 0, 0, 1625.531000
blocksparse_snb_nnz1, 18446697075389870672, 4195984, 2336.677000
blocksparse_snb_nnz2, 18446697075389870672, 4195984, 3675.558000
blocksparse_snb_nnz3, 18446697075389870672, 4195984, 4907.474000
blocksparse_snb_nnz4, 18446697075389870672, 4195984, 5991.877000
blocksparse_snb_nnz5, 18446697075389870672, 4195984, 7013.279000
blocksparse_snb_nnz6, 18446697075389870672, 4195984, 8407.355000
blocksparse_snb_nnz7, 18446697075389870672, 4195984, 9660.865000
blocksparse_snb_nnz8, 18446697075389870672, 4195984, 10779.048000
blocksparse_snb_nnz9, 18446697075389870672, 4195984, 12088.067000
