libxsmm dense, 18446696546566549248, 4195984, 1652.081000
blocksparse_snb_nnz1, 18446696154150682784, 4195984, 1231.028000
blocksparse_snb_nnz2, 18446696154150682784, 4195984, 1211.545000
blocksparse_snb_nnz3, 18446696154150682784, 4195984, 1209.579000
blocksparse_snb_nnz4, 18446696154150682784, 4195984, 1215.338000
blocksparse_snb_nnz5, 18446696154150682784, 4195984, 1209.654000
blocksparse_snb_nnz6, 18446696154150682784, 4195984, 1211.626000
blocksparse_snb_nnz7, 18446696154150682784, 4195984, 1209.544000
blocksparse_snb_nnz8, 18446696154150682784, 4195984, 1219.431000
blocksparse_snb_nnz9, 18446696154150682784, 4195984, 1209.517000
