libxsmm dense, 0, 0, 7106.235000
71595.000000	143685.000000	215775.000000	287865.000000	359955.000000	432045.000000	504135.000000	576225.000000	648315.000000	
71865.000000	144279.000000	216693.000000	289107.000000	361521.000000	433935.000000	506349.000000	578763.000000	651177.000000	
72135.000000	144873.000000	217611.000000	290349.000000	363087.000000	435825.000000	508563.000000	581301.000000	654039.000000	
72405.000000	145467.000000	218529.000000	291591.000000	364653.000000	437715.000000	510777.000000	583839.000000	656901.000000	
72675.000000	146061.000000	219447.000000	292833.000000	366219.000000	439605.000000	512991.000000	586377.000000	659763.000000	
72945.000000	146655.000000	220365.000000	294075.000000	367785.000000	441495.000000	515205.000000	588915.000000	662625.000000	
73215.000000	147249.000000	221283.000000	295317.000000	369351.000000	443385.000000	517419.000000	591453.000000	665487.000000	
73485.000000	147843.000000	222201.000000	296559.000000	370917.000000	445275.000000	519633.000000	593991.000000	668349.000000	
73755.000000	148437.000000	223119.000000	297801.000000	372483.000000	447165.000000	521847.000000	596529.000000	671211.000000	
74025.000000	149031.000000	224037.000000	299043.000000	374049.000000	449055.000000	524061.000000	599067.000000	674073.000000	
74295.000000	149625.000000	224955.000000	300285.000000	375615.000000	450945.000000	526275.000000	601605.000000	676935.000000	
74565.000000	150219.000000	225873.000000	301527.000000	377181.000000	452835.000000	528489.000000	604143.000000	679797.000000	
74835.000000	150813.000000	226791.000000	302769.000000	378747.000000	454725.000000	530703.000000	606681.000000	682659.000000	
75105.000000	151407.000000	227709.000000	304011.000000	380313.000000	456615.000000	532917.000000	609219.000000	685521.000000	
75375.000000	152001.000000	228627.000000	305253.000000	381879.000000	458505.000000	535131.000000	611757.000000	688383.000000	
75645.000000	152595.000000	229545.000000	306495.000000	383445.000000	460395.000000	537345.000000	614295.000000	691245.000000	
75915.000000	153189.000000	230463.000000	307737.000000	385011.000000	462285.000000	539559.000000	616833.000000	694107.000000	
76185.000000	153783.000000	231381.000000	308979.000000	386577.000000	464175.000000	541773.000000	619371.000000	696969.000000	
76455.000000	154377.000000	232299.000000	310221.000000	388143.000000	466065.000000	543987.000000	621909.000000	699831.000000	


------ ACTUAL -----=-
9009.000000	0.000000	0.000000	14247.000000	0.000000	0.000000	19485.000000	0.000000	0.000000	
9063.000000	0.000000	0.000000	14337.000000	0.000000	0.000000	19611.000000	0.000000	0.000000	
9117.000000	0.000000	0.000000	14427.000000	0.000000	0.000000	19737.000000	0.000000	0.000000	
9171.000000	0.000000	0.000000	14517.000000	0.000000	0.000000	19863.000000	0.000000	0.000000	
9225.000000	0.000000	0.000000	14607.000000	0.000000	0.000000	19989.000000	0.000000	0.000000	
9279.000000	0.000000	0.000000	14697.000000	0.000000	0.000000	20115.000000	0.000000	0.000000	
9333.000000	0.000000	0.000000	14787.000000	0.000000	0.000000	20241.000000	0.000000	0.000000	
9387.000000	0.000000	0.000000	14877.000000	0.000000	0.000000	20367.000000	0.000000	0.000000	
9441.000000	0.000000	0.000000	14967.000000	0.000000	0.000000	20493.000000	0.000000	0.000000	
9495.000000	0.000000	0.000000	15057.000000	0.000000	0.000000	20619.000000	0.000000	0.000000	
9549.000000	0.000000	0.000000	15147.000000	0.000000	0.000000	20745.000000	0.000000	0.000000	
9603.000000	0.000000	0.000000	15237.000000	0.000000	0.000000	20871.000000	0.000000	0.000000	
9657.000000	0.000000	0.000000	15327.000000	0.000000	0.000000	20997.000000	0.000000	0.000000	
9711.000000	0.000000	0.000000	15417.000000	0.000000	0.000000	21123.000000	0.000000	0.000000	
9765.000000	0.000000	0.000000	15507.000000	0.000000	0.000000	21249.000000	0.000000	0.000000	
9819.000000	0.000000	0.000000	15597.000000	0.000000	0.000000	21375.000000	0.000000	0.000000	
9873.000000	0.000000	0.000000	15687.000000	0.000000	0.000000	21501.000000	0.000000	0.000000	
9927.000000	0.000000	0.000000	15777.000000	0.000000	0.000000	21627.000000	0.000000	0.000000	
9981.000000	0.000000	0.000000	15867.000000	0.000000	0.000000	21753.000000	0.000000	0.000000	
10035.000000	0.000000	0.000000	15957.000000	0.000000	0.000000	21879.000000	0.000000	0.000000	
10089.000000	0.000000	0.000000	16047.000000	0.000000	0.000000	22005.000000	0.000000	0.000000	
10143.000000	0.000000	0.000000	16137.000000	0.000000	0.000000	22131.000000	0.000000	0.000000	
10197.000000	0.000000	0.000000	16227.000000	0.000000	0.000000	22257.000000	0.000000	0.000000	
10251.000000	0.000000	0.000000	16317.000000	0.000000	0.000000	22383.000000	0.000000	0.000000	
10305.000000	0.000000	0.000000	16407.000000	0.000000	0.000000	22509.000000	0.000000	0.000000	
10359.000000	0.000000	0.000000	16497.000000	0.000000	0.000000	22635.000000	0.000000	0.000000	
10413.000000	0.000000	0.000000	16587.000000	0.000000	0.000000	22761.000000	0.000000	0.000000	
10467.000000	0.000000	0.000000	16677.000000	0.000000	0.000000	22887.000000	0.000000	0.000000	
10521.000000	0.000000	0.000000	16767.000000	0.000000	0.000000	23013.000000	0.000000	0.000000	
10575.000000	0.000000	0.000000	16857.000000	0.000000	0.000000	23139.000000	0.000000	0.000000	
10629.000000	0.000000	0.000000	16947.000000	0.000000	0.000000	23265.000000	0.000000	0.000000	
10683.000000	0.000000	0.000000	17037.000000	0.000000	0.000000	23391.000000	0.000000	0.000000	
10737.000000	0.000000	0.000000	17127.000000	0.000000	0.000000	23517.000000	0.000000	0.000000	
10791.000000	0.000000	0.000000	17217.000000	0.000000	0.000000	23643.000000	0.000000	0.000000	
10845.000000	0.000000	0.000000	17307.000000	0.000000	0.000000	23769.000000	0.000000	0.000000	
10899.000000	0.000000	0.000000	17397.000000	0.000000	0.000000	23895.000000	0.000000	0.000000	
10953.000000	0.000000	0.000000	17487.000000	0.000000	0.000000	24021.000000	0.000000	0.000000	
11007.000000	0.000000	0.000000	17577.000000	0.000000	0.000000	24147.000000	0.000000	0.000000	
11061.000000	0.000000	0.000000	17667.000000	0.000000	0.000000	24273.000000	0.000000	0.000000	
11115.000000	0.000000	0.000000	17757.000000	0.000000	0.000000	24399.000000	0.000000	0.000000	
11169.000000	0.000000	0.000000	17847.000000	0.000000	0.000000	24525.000000	0.000000	0.000000	
11223.000000	0.000000	0.000000	17937.000000	0.000000	0.000000	24651.000000	0.000000	0.000000	
11277.000000	0.000000	0.000000	18027.000000	0.000000	0.000000	24777.000000	0.000000	0.000000	
11331.000000	0.000000	0.000000	18117.000000	0.000000	0.000000	24903.000000	0.000000	0.000000	
11385.000000	0.000000	0.000000	18207.000000	0.000000	0.000000	25029.000000	0.000000	0.000000	
11439.000000	0.000000	0.000000	18297.000000	0.000000	0.000000	25155.000000	0.000000	0.000000	
11493.000000	0.000000	0.000000	18387.000000	0.000000	0.000000	25281.000000	0.000000	0.000000	
11547.000000	0.000000	0.000000	18477.000000	0.000000	0.000000	25407.000000	0.000000	0.000000	
libxsmm sparse, 0, 0, 1624.507000
blocksparse_snb_nnz1, 18446696745825051216, 4195984, 5049.206000
blocksparse_snb_nnz2, 18446696745825051216, 4195984, 6507.421000
blocksparse_snb_nnz3, 18446696745825051216, 4195984, 4914.153000
blocksparse_snb_nnz4, 18446696745825051216, 4195984, 5922.714000
blocksparse_snb_nnz5, 18446696745825051216, 4195984, 7025.560000
blocksparse_snb_nnz6, 18446696745825051216, 4195984, 8437.571000
blocksparse_snb_nnz7, 18446696745825051216, 4195984, 9656.581000
blocksparse_snb_nnz8, 18446696745825051216, 4195984, 10759.741000
blocksparse_snb_nnz9, 18446696745825051216, 4195984, 12090.106000
