libxsmm dense, 0, 0, 10591.571000
libxsmm sparse, 0, 0, 1871.141000
blocksparse_snb_nnz1, 18446696503058432592, 4195984, 5217.436000
blocksparse_snb_nnz2, 18446696503058432592, 4195984, 7863.937000
blocksparse_snb_nnz3, 18446696503058432592, 4195984, 4886.338000
blocksparse_snb_nnz4, 18446696503058432592, 4195984, 5946.850000
blocksparse_snb_nnz5, 18446696503058432592, 4195984, 7044.997000
blocksparse_snb_nnz6, 18446696503058432592, 4195984, 8410.967000
blocksparse_snb_nnz7, 18446696503058432592, 4195984, 9662.719000
blocksparse_snb_nnz8, 18446696503058432592, 4195984, 10757.846000
blocksparse_snb_nnz9, 18446696503058432592, 4195984, 12084.640000
