libxsmm dense, 18446696953574833920, 4195984, 1578.748000
blocksparse_snb_nnz1, 18446696565021073568, 4195984, 2624.847000
blocksparse_snb_nnz2, 18446696565021073568, 4195984, 2123.306000
blocksparse_snb_nnz3, 18446696565021073568, 4195984, 1205.412000
blocksparse_snb_nnz4, 18446696565021073568, 4195984, 1208.950000
blocksparse_snb_nnz5, 18446696565021073568, 4195984, 1207.594000
blocksparse_snb_nnz6, 18446696565021073568, 4195984, 1204.986000
blocksparse_snb_nnz7, 18446696565021073568, 4195984, 1205.099000
blocksparse_snb_nnz8, 18446696565021073568, 4195984, 1207.236000
blocksparse_snb_nnz9, 18446696565021073568, 4195984, 1204.979000
